Date,GLD Close,LBMA Gold Price,NAV per GLD in Gold,NAV/share at 10.30 a.m. NYT,Indicative Price of GLD at 4.15 p.m. NYT,Mid point of bid/ask spread at 4.15 p.m. NYT#,Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT,Daily Share Volume,Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT,Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT,Total Net Asset Value in the Trust
5-Jan-05,42.16,$426.00,99.946,42.57702,42.631,$42.66,0.06%,2033600,3508826.93,109.14,1.49E+09
6-Jan-05,41.84,$424.35,99.9448,42.41161,42.131,$42.17,0.08%,2556400,3608771.8,112.24,1.53E+09
7-Jan-05,41.95,$424.35,99.9436,42.19622,41.846,$41.84,-0.03%,4491300,3958574.65,123.12,1.67E+09
10-Jan-05,42.21,$420.00,99.9402,41.97491,41.949,$41.97,0.04%,1025800,3958574.65,123.12,1.66E+09
11-Jan-05,42.6,$421.35,99.9392,42.1094,42.224,$42.22,-0.02%,1507100,4488252.67,139.6,1.89E+09
12-Jan-05,42.6,$426.60,99.9384,42.63373,42.588,$42.62,0.06%,1729900,4588191.09,142.71,1.96E+09
13-Jan-05,42.32,$423.60,99.9371,42.33338,42.528,$42.57,0.10%,718300,4588191.09,142.71,1.94E+09
14-Jan-05,42.32,$422.50,99.936,42.22296,42.282,$42.31,0.05%,1262300,4588191.09,142.71,1.94E+09
17-Jan-05,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
18-Jan-05,42.26,$421.75,99.9315,42.14614,42.266,$42.34,0.16%,666800,4588191.09,142.71,1.93E+09
19-Jan-05,42.25,$424.95,99.9307,42.46555,42.26,$42.26,-0.01%,1578900,4588191.09,142.71,1.95E+09
20-Jan-05,42.74,$422.90,99.9294,42.26017,42.22,$42.25,0.07%,1276200,4588191.09,142.71,1.94E+09
21-Jan-05,42.77,$423.30,99.9284,42.29969,42.699,$42.73,0.06%,889200,4588191.09,142.71,1.94E+09
24-Jan-05,42.24,$427.35,99.9254,42.70313,42.698,$42.77,0.16%,2294900,4788041.91,148.92,2.05E+09
25-Jan-05,42.69,$424.50,99.924,42.41778,42.182,$42.23,0.11%,1332500,4887966,152.03,2.07E+09
26-Jan-05,42.62,$425.80,99.9231,42.54726,42.642,$42.69,0.10%,541800,4887966,152.03,2.08E+09
27-Jan-05,42.69,$424.50,99.9219,42.41685,42.586,$42.63,0.09%,571200,4887966,152.03,2.07E+09
28-Jan-05,42.22,$426.80,99.921,42.64628,42.646,$42.67,0.06%,1149100,4887966,152.03,2.09E+09
31-Jan-05,42.1,$422.15,99.9172,42.18008,42.215,$42.24,0.05%,1688700,4887966,152.03,2.06E+09
1-Feb-05,42.16,$420.90,99.916,42.05468,42.074,$42.11,0.07%,1088900,4886269.77,151.98,2.06E+09
2-Feb-05,41.68,$421.60,99.915,42.12417,42.149,$42.18,0.06%,956500,4886269.77,151.98,2.06E+09
3-Feb-05,41.47,$416.50,99.9138,41.6141,41.669,$41.70,0.06%,2446400,4886269.77,151.98,2.03E+09
4-Feb-05,41.27,$415.90,99.9127,41.55369,41.433,$41.48,0.10%,1817600,4886269.77,151.98,2.03E+09
7-Feb-05,41.26,$414.40,99.9093,41.40244,41.302,$41.30,-0.02%,1754000,4886269.77,151.98,2.02E+09
8-Feb-05,41.31,$411.10,99.9081,41.07224,41.227,$41.27,0.09%,1296800,4986177.93,155.09,2.05E+09
9-Feb-05,41.75,$411.15,99.907,41.07679,41.311,$41.30,-0.03%,3477900,4986177.93,155.09,2.05E+09
10-Feb-05,42.08,$415.50,99.9061,41.511,41.745,$41.76,0.04%,7773800,4986177.93,155.09,2.07E+09
11-Feb-05,42.55,$418.85,99.9051,41.84529,42.03,$42.06,0.01%,1896500,4986177.93,155.09,2.09E+09
14-Feb-05,42.58,$424.20,99.9021,42.37849,42.533,$42.55,0.03%,2351800,4986177.93,155.09,2.11E+09
15-Feb-05,42.52,$424.40,99.901,42.39801,42.552,$42.57,0.03%,1559900,4986177.93,155.09,2.12E+09
16-Feb-05,42.73,$424.40,99.8999,42.26765,42.452,$42.52,0.16%,1820300,4986177.93,155.09,2.11E+09
17-Feb-05,42.73,$426.25,99.8989,42.58194,42.721,$42.73,0.02%,1820300,4986177.93,155.09,2.12E+09
18-Feb-05,42.75,$427.10,99.8979,42.66641,42.676,$42.75,0.16%,863200,4986177.93,155.09,2.13E+09
21-Feb-05,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
22-Feb-05,43.42,$432.85,99.8939,43.23909,43.553,$43.58,0.01%,3314100,5136018.84,159.75,2.22E+09
23-Feb-05,43.33,$432.60,99.8928,43.21364,43.408,$43.41,-0.01%,1534900,5076083.15,157.88,2.20E+09
24-Feb-05,43.33,$433.75,99.8918,43.32808,43.338,$43.35,0.02%,1219300,5076083.15,157.88,2.20E+09
25-Feb-05,43.5,$434.25,99.8907,43.37756,43.452,$43.52,0.14%,1100100,5076083.15,157.88,2.20E+09
28-Feb-05,43.52,$435.45,99.8875,43.49604,43.521,$43.54,0.03%,755300,5076083.15,157.88,2.21E+09
1-Mar-05,43.22,$433.45,99.8863,43.29572,43.2,$43.23,0.01%,3245500,5074620.61,157.84,2.20E+09
2-Mar-05,43.25,$431.75,99.8851,43.12543,43.24,$43.24,-0.01%,1188000,5074620.61,157.84,2.19E+09
3-Mar-05,42.97,$430.20,99.884,42.97012,42.94,$42.99,0.02%,1914600,5174504.67,160.94,2.23E+09
4-Mar-05,43.38,$433.45,99.883,43.2943,43.364,$43.39,0.06%,865000,5274387.71,164.05,2.29E+09
7-Mar-05,43.47,$433.00,99.8797,43.24793,43.412,$43.45,0.08%,1290100,5274387.71,164.05,2.28E+09
8-Mar-05,44.03,$433.00,99.8787,43.672,43.996,$44.04,0.09%,2674900,5274387.71,164.05,2.31E+09
9-Mar-05,44.02,$439.50,99.8777,43.89628,44.006,$44.04,0.07%,3024800,5274387.71,164.05,2.32E+09
10-Mar-05,44.2,$440.90,99.8767,43.96572,44.2,$44.19,-0.01%,2064500,5274387.71,164.05,2.32E+09
11-Mar-05,44.43,$443.70,99.8757,44.31486,44.549,$44.45,-0.23%,2659300,5274387.71,164.05,2.34E+09
14-Mar-05,44.03,$441.95,99.8723,44.1386,44.038,$44.04,-0.01%,866600,5274387.71,164.05,2.33E+09
15-Mar-05,44.06,$440.65,99.8712,44.00825,43.988,$44.06,0.16%,1254900,5274387.71,164.05,2.32E+09
16-Mar-05,44.31,$443.00,99.8702,44.24252,44.307,$44.30,-0.01%,2223300,5274387.71,164.05,2.34E+09
17-Mar-05,43.82,$438.60,99.8689,43.8025,43.827,$43.84,0.02%,1525200,5274387.71,164.05,2.31E+09
18-Mar-05,43.89,$437.15,99.8677,43.65718,43.871,$43.90,0.05%,1205500,5274387.71,164.05,2.31E+09
21-Mar-05,43.09,$432.70,99.8641,43.21122,43.057,$43.08,0.04%,3814400,5274387.71,164.05,2.28E+09
22-Mar-05,42.65,$432.15,99.863,43.15581,42.646,$42.66,0.02%,2609300,5274387.71,164.05,2.28E+09
23-Mar-05,42.42,$426.15,99.8615,42.66586,42.421,$42.40,-0.05%,2618600,5274387.71,164.05,2.25E+09
24-Mar-05,42.42,$425.15,99.8603,42.45562,42.43,$42.41,-0.05%,1466300,5274387.71,164.05,2.24E+09
25-Mar-05,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
28-Mar-05,42.54,$425.15,99.8559,42.45376,42.545,$42.57,0.05%,2609300,5274387.71,164.05,2.24E+09
29-Mar-05,42.56,$426.10,99.8549,42.54819,42.578,$42.56,-0.05%,581100,5274387.71,164.05,2.25E+09
30-Mar-05,42.61,$426.45,99.8538,42.58269,42.583,$42.60,0.04%,1197800,5274387.71,164.05,2.25E+09
31-Mar-05,42.82,$427.50,99.8528,42.68711,42.787,$42.84,0.11%,1324300,5274387.71,164.05,2.25E+09
1-Apr-05,42.62,$427.15,99.8517,42.65168,42.552,$42.61,0.12%,1363200,5272503.84,163.99,2.25E+09
4-Apr-05,42.4,$423.90,99.8482,42.32569,42.38,$42.40,0.04%,1893100,5272503.84,163.99,2.23E+09
5-Apr-05,42.45,$424.60,99.8472,42.39513,42.435,$42.44,0.01%,888000,5372351.06,167.1,2.28E+09
6-Apr-05,42.63,$425.75,99.8461,42.5095,42.594,$42.62,0.05%,186900,5362366.45,166.79,2.28E+09
7-Apr-05,42.57,$428.00,99.8451,42.73371,42.534,$42.57,0.07%,2852700,5462211.57,169.89,2.34E+09
8-Apr-05,42.69,$425.20,99.8439,42.45364,42.633,$42.68,0.11%,1002100,5562055.51,173,2.36E+09
11-Apr-05,42.78,$429.00,99.8408,42.8317,42.741,$42.80,0.13%,514100,5562055.51,173,2.39E+09
12-Apr-05,42.84,$427.30,99.8396,42.66148,42.786,$42.83,0.09%,2098700,5562055.51,173,2.38E+09
13-Apr-05,42.9,$427.50,99.8385,42.68098,42.85,$42.89,0.08%,384000,5711813.33,177.66,2.44E+09
14-Apr-05,42.31,$423.45,99.8372,42.2761,42.335,$42.32,-0.04%,3679800,5711813.33,177.66,2.42E+09
15-Apr-05,42.4,$424.60,99.8362,42.39047,42.41,$42.41,-0.01%,1810900,5711813.33,177.66,2.42E+09
18-Apr-05,42.69,$425.75,99.833,42.50391,42.668,$42.68,0.02%,909800,5711813.33,177.66,2.43E+09
19-Apr-05,43.28,$427.45,99.832,42.6732,43.277,$43.27,-0.03%,1645400,5711813.33,177.66,2.44E+09
20-Apr-05,43.4,$433.20,99.8312,43.2469,43.401,$43.41,0.02%,1248100,5711813.33,177.66,2.47E+09
21-Apr-05,43.19,$434.00,99.8302,43.32631,43.151,$43.19,0.08%,1550600,5711813.33,177.66,2.48E+09
22-Apr-05,43.39,$434.60,99.8291,43.38575,43.37,$43.40,0.06%,1149000,5711813.33,177.66,2.48E+09
25-Apr-05,43.44,$432.90,99.8257,43.21457,43.389,$43.44,0.11%,905300,5711813.33,177.66,2.47E+09
26-Apr-05,43.64,$437.00,99.8249,43.6235,43.638,$43.64,-0.01%,1531400,5751743.31,178.9,2.51E+09
27-Apr-05,43.2,$434.35,99.8236,43.35841,43.198,$43.19,-0.02%,2762400,5751743.31,178.9,2.50E+09
28-Apr-05,43,$432.50,99.8224,43.1732,43.043,$43.02,-0.07%,2260300,5751743.31,178.9,2.49E+09
29-Apr-05,43.35,$435.70,99.8215,43.49227,43.417,$43.36,-0.14%,2260300,5751743.31,178.9,2.51E+09
2-May-05,42.88,$435.70,99.8183,43.49084,42.901,$42.89,-0.04%,1706700,5751743.31,178.9,2.51E+09
3-May-05,42.76,$427.90,99.8165,42.71149,42.711,$42.78,0.15%,1268700,5750026.91,178.84,2.46E+09
4-May-05,42.9,$428.80,99.8154,42.80086,42.885,$42.90,0.02%,607600,5750026.91,178.84,2.47E+09
5-May-05,42.91,$429.15,99.8143,42.83533,42.945,$42.93,-0.05%,319300,5750026.91,178.84,2.47E+09
6-May-05,42.52,$425.15,99.8131,42.43556,42.525,$42.54,0.02%,3722700,5750026.91,178.84,2.44E+09
9-May-05,42.55,$425.50,99.8098,42.4691,42.548,$42.54,-0.03%,600000,5750026.91,178.84,2.45E+09
10-May-05,42.64,$427.40,99.8088,42.65831,42.608,$42.63,0.04%,461000,5750026.91,178.84,2.46E+09
11-May-05,42.69,$426.10,99.8077,42.52806,42.637,$42.68,0.09%,764200,5750026.91,178.84,2.45E+09
12-May-05,42.16,$424.25,99.8065,42.34292,42.153,$42.17,0.04%,1878700,5750026.91,178.84,2.44E+09
13-May-05,41.95,$420.00,99.8052,41.9182,41.903,$41.95,0.10%,802600,5750026.91,178.84,2.41E+09
16-May-05,41.88,$419.25,99.8019,41.84195,41.883,$41.87,-0.04%,874500,5750026.91,178.84,2.41E+09
17-May-05,41.86,$420.00,99.8008,41.91636,41.836,$41.85,0.03%,880800,5750026.91,178.84,2.41E+09
18-May-05,42.05,$419.75,99.7997,41.89094,42.065,$42.06,-0.01%,2207100,5750026.91,178.84,2.41E+09
19-May-05,41.98,$420.80,99.7987,41.9953,41.98,$41.99,0.01%,610200,5750026.91,178.84,2.42E+09
20-May-05,41.65,$418.00,99.7974,41.71533,41.665,$41.66,-0.01%,932800,5750026.91,178.84,2.40E+09
23-May-05,41.62,$418.00,99.7941,41.71396,41.654,$41.63,-0.07%,5001300,5710109.25,177.6,2.39E+09
24-May-05,41.73,$418.30,99.793,41.74345,41.738,$41.74,0.00%,1683100,5710109.25,177.6,2.39E+09
25-May-05,41.87,$418.40,99.792,41.75297,41.877,$41.86,-0.04%,1535100,5710109.25,177.6,2.39E+09
26-May-05,41.69,$418.00,99.7908,41.71259,41.692,$41.70,0.01%,341500,5710109.25,177.6,2.39E+09
27-May-05,41.69,$418.25,99.7898,41.73709,41.936,$41.89,-0.11%,2453200,5710109.25,177.6,2.39E+09
30-May-05,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
31-May-05,41.65,$414.45,99.785,41.35592,41.66,$41.66,0.00%,3198900,5760001.78,179.15,2.39E+09
1-Jun-05,41.53,$415.35,99.784,41.44531,41.44,$41.52,0.18%,1787900,5758157.38,179.1,2.39E+09
2-Jun-05,42.1,$420.40,99.783,41.94881,42.098,$42.11,0.02%,5752600,5758157.38,179.1,2.42E+09
3-Jun-05,42.17,$423.55,99.782,42.2627,42.162,$42.17,0.01%,3350700,5758157.38,179.1,2.44E+09
6-Jun-05,42.48,$425.85,99.7788,42.49084,42.495,$42.49,-0.02%,2470800,5758157.38,179.1,2.45E+09
7-Jun-05,42.38,$424.10,99.7777,42.31573,42.385,$42.38,-0.01%,611000,5758157.38,179.1,2.44E+09
8-Jun-05,42.34,$424.55,99.7766,42.36018,42.315,$42.36,0.09%,690900,5758157.38,179.1,2.44E+09
9-Jun-05,42.27,$422.50,99.7754,42.15514,42.279,$42.28,-0.01%,692400,5758157.38,179.1,2.43E+09
10-Jun-05,42.62,$422.55,99.7743,42.15966,42.613,$42.62,0.02%,1678000,5758157.38,179.1,2.43E+09
13-Jun-05,42.78,$429.10,99.7714,42.81193,42.796,$42.79,-0.03%,2331600,5758157.38,179.1,2.47E+09
14-Jun-05,42.6,$426.85,99.7702,42.58692,42.596,$42.60,0.01%,825300,5758157.38,179.1,2.46E+09
15-Jun-05,42.74,$428.70,99.7692,42.77107,42.731,$42.75,0.03%,2311400,5758157.38,179.1,2.47E+09
16-Jun-05,43.46,$433.00,99.7684,43.19972,43.464,$43.47,0.01%,1804700,5758157.38,179.1,2.49E+09
17-Jun-05,43.63,$437.50,99.7675,43.64832,43.663,$43.65,-0.04%,1816500,5758157.38,179.1,2.52E+09
20-Jun-05,43.66,$439.35,99.7644,43.8315,43.671,$43.67,-0.01%,1433700,5758157.38,179.1,2.53E+09
21-Jun-05,43.81,$435.20,99.763,43.41688,43.771,$43.79,0.03%,672600,5758157.38,179.1,2.51E+09
22-Jun-05,43.72,$437.00,99.762,43.59603,43.735,$43.74,0.01%,1258500,5758157.38,179.1,2.52E+09
23-Jun-05,44.02,$439.15,99.7611,43.81011,44.039,$44.02,-0.04%,1565600,5658396.24,175.99,2.48E+09
24-Jun-05,43.9,$440.55,99.7601,43.94934,43.889,$43.91,0.04%,473200,5658396.24,175.99,2.49E+09
27-Jun-05,43.91,$439.30,99.7567,43.82315,43.907,$43.89,-0.04%,1061500,5638444.88,175.37,2.48E+09
28-Jun-05,43.45,$437.00,99.7554,43.59314,43.428,$43.45,0.04%,1289600,5638444.88,175.37,2.46E+09
29-Jun-05,43.63,$435.80,99.7542,43.47291,43.607,$43.62,0.02%,1199800,5638444.88,175.37,2.46E+09
30-Jun-05,43.44,$437.10,99.7533,43.60217,43.437,$43.44,0.00%,987500,5638444.88,175.37,2.46E+09
1-Jul-05,43.44,$432.60,99.7517,43.15262,42.868,$42.72,-0.36%,1755100,5636319.23,175.31,2.44E+09
4-Jul-05,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
5-Jul-05,42.28,$423.75,99.7472,42.26788,42.252,$42.29,0.08%,2582300,5636319.23,175.31,2.39E+09
6-Jul-05,42.25,$423.50,99.7461,42.24248,42.217,$42.25,0.07%,1254600,5636319.23,175.31,2.39E+09
7-Jul-05,42.36,$425.20,99.745,42.41161,42.232,$42.37,0.31%,4345200,5736064.3,178.41,2.44E+09
8-Jul-05,42.26,$424.40,99.7439,42.33134,42.196,$42.26,0.15%,824200,5736064.3,178.41,2.43E+09
11-Jul-05,42.54,$424.20,99.7406,42.30999,42.499,$42.53,0.07%,824200,5736064.3,178.41,2.43E+09
12-Jul-05,42.64,$426.25,99.7396,42.51403,42.603,$42.64,0.08%,1274100,5736064.3,178.41,2.44E+09
13-Jul-05,42.35,$424.50,99.7384,42.33899,42.309,$42.35,0.09%,980300,5835802.79,181.51,2.48E+09
14-Jul-05,41.9,$424.30,99.7373,42.31857,41.859,$41.89,0.06%,980300,5835802.79,181.51,2.48E+09
15-Jul-05,42.05,$418.35,99.736,41.72456,42.043,$42.04,-0.01%,1103900,5835802.79,181.51,2.44E+09
18-Jul-05,42.01,$420.90,99.7328,41.97757,41.962,$42.00,0.08%,956400,5835802.79,181.51,2.46E+09
19-Jul-05,41.89,$419.25,99.7316,41.81251,41.897,$41.89,-0.02%,1124800,5835802.79,181.51,2.45E+09
20-Jul-05,42.2,$422.15,99.7307,42.10135,42.196,$42.21,0.02%,2266600,5835802.79,181.51,2.46E+09
21-Jul-05,42.46,$424.25,99.7298,42.31037,42.44,$42.45,0.01%,1777300,5935532.6,184.61,2.52E+09
22-Jul-05,42.45,$425.00,99.7287,42.38473,42.439,$42.46,0.04%,626000,5935532.6,184.61,2.52E+09
25-Jul-05,42.51,$425.40,99.7255,42.42323,42.473,$42.51,0.09%,2120100,5935532.6,184.61,2.52E+09
26-Jul-05,42.25,$423.25,99.7242,42.20829,42.223,$42.26,0.09%,636900,6035256.86,187.72,2.55E+09
27-Jul-05,42.44,$424.00,99.7232,42.28265,42.432,$42.44,0.01%,1527800,6035256.86,187.72,2.56E+09
28-Jul-05,42.75,$426.40,99.7223,42.5216,42.676,$42.74,0.14%,3659700,6035256.86,187.72,2.57E+09
29-Jul-05,42.82,$429.00,99.7214,42.78049,42.92,$42.82,-0.23%,1184300,6035256.86,187.72,2.59E+09
1-Aug-05,43.61,$431.65,99.7183,43.04344,43.113,$43.12,0.02%,1493900,6033300.61,187.66,2.60E+09
2-Aug-05,43.14,$431.00,99.7172,42.97815,44.371,$43.13,-0.03%,699600,6152961.34,191.38,2.65E+09
3-Aug-05,43.53,$434.60,99.7162,43.33668,43.561,$43.54,-0.06%,1545900,6152961.34,191.38,2.67E+09
4-Aug-05,43.68,$438.60,99.7152,43.7351,43.635,$43.67,0.08%,867600,6152961.34,191.38,2.70E+09
5-Aug-05,43.6,$438.25,99.7141,43.69971,43.614,$43.60,-0.04%,1100600,6152961.34,191.38,2.70E+09
8-Aug-05,43.35,$436.20,99.7107,43.49385,43.344,$43.37,0.06%,1108500,6152961.34,191.38,2.68E+09
9-Aug-05,43.34,$433.30,99.7096,43.20417,43.338,$43.34,0.00%,1305800,6152961.34,191.38,2.67E+09
10-Aug-05,43.65,$436.55,99.7086,43.5278,43.592,$43.65,0.12%,695500,6152961.34,191.38,2.69E+09
11-Aug-05,44.45,$440.75,99.7076,43.94616,44.424,$44.44,0.04%,2186100,6152961.34,191.38,2.71E+09
12-Aug-05,44.49,$447.25,99.7068,44.59387,44.484,$44.49,0.00%,2428500,6152961.34,191.38,2.75E+09
15-Aug-05,44.13,$443.50,99.7033,44.21845,44.093,$44.12,0.05%,1524500,6152961.34,191.38,2.73E+09
16-Aug-05,44.55,$443.00,99.7022,44.1681,44.462,$44.50,0.07%,1726800,6152961.34,191.38,2.73E+09
17-Aug-05,43.91,$442.00,99.7011,44.06789,43.878,$43.92,0.08%,1989100,6152961.34,191.38,2.72E+09
18-Aug-05,43.83,$439.65,99.6999,43.83306,43.833,$43.84,0.02%,1092900,6152961.34,191.38,2.70E+09
19-Aug-05,43.6,$439.65,99.6988,43.83258,43.573,$43.60,0.06%,811800,6152961.34,191.38,2.70E+09
22-Aug-05,43.7,$439.65,99.6955,43.83114,43.696,$43.72,0.04%,876600,6152961.34,191.38,2.70E+09
23-Aug-05,43.76,$439.35,99.6944,43.80074,43.755,$43.77,0.03%,607700,6152961.34,191.38,2.70E+09
24-Aug-05,43.59,$440.00,99.6933,43.86508,43.575,$43.59,0.02%,893900,6152961.34,191.38,2.71E+09
25-Aug-05,43.73,$438.85,99.6922,43.74992,43.71,$43.71,0.00%,1650600,6152961.34,191.38,2.70E+09
26-Aug-05,43.61,$436.75,99.6909,43.54003,43.624,$43.63,0.00%,1301700,6152961.34,191.38,2.69E+09
29-Aug-05,43.57,$436.75,99.6876,43.53859,44.371,$43.63,-0.17%,1301700,6152961.34,191.38,2.69E+09
30-Aug-05,43.01,$430.65,99.686,42.92981,43.009,$43.03,0.04%,2199400,6152961.34,191.38,2.65E+09
31-Aug-05,43.4,$433.25,99.6852,43.18862,43.378,$43.39,0.02%,2416400,6252646.55,194.48,2.71E+09
1-Sep-05,44.22,$439.60,99.6846,43.82138,44.115,$44.20,0.18%,2502800,6250630.06,194.41,2.75E+09
2-Sep-05,44.22,$443.60,99.6836,44.21966,44.314,$44.24,-0.17%,1414900,6250630.06,194.41,2.77E+09
5-Sep-05,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
6-Sep-05,44.27,$444.15,99.6792,44.27255,44.332,$44.27,-0.15%,1414900,6250630.06,194.41,2.78E+09
7-Sep-05,44.33,$445.05,99.6782,44.36178,44.371,$44.34,-0.07%,1300700,6250630.06,194.41,2.78E+09
8-Sep-05,44.6,$448.55,99.6772,44.71021,44.54,$44.62,0.17%,1061100,6370242.72,198.14,2.86E+09
9-Sep-05,44.84,$448.25,99.6761,44.67982,44.769,$44.84,0.15%,1393600,6469918.83,201.24,2.90E+09
12-Sep-05,44.89,$448.35,99.6728,44.68832,44.827,$44.88,0.11%,752500,6469918.83,201.24,2.90E+09
13-Sep-05,44.56,$445.40,99.6716,44.39374,44.488,$44.56,0.15%,951700,6469918.83,201.24,2.88E+09
14-Sep-05,44.96,$449.30,99.6707,44.78205,44.856,$44.96,0.22%,1714800,6469918.83,201.24,2.91E+09
15-Sep-05,45.42,$454.80,99.6698,45.32985,45.414,$45.42,0.00%,2150000,6469918.83,201.24,2.94E+09
16-Sep-05,45.82,$457.20,99.6688,45.5686,45.812,$45.82,0.01%,2150000,6569587.69,204.34,3.00E+09
19-Sep-05,46.25,$464.50,99.6659,46.29484,46.264,$46.26,-0.02%,5983800,6569587.69,204.34,3.05E+09
20-Sep-05,46.23,$464.80,99.6648,46.32424,46.244,$46.23,-0.04%,1848500,6569587.69,204.34,3.05E+09
21-Sep-05,47.06,$469.10,99.664,46.75239,47.076,$47.08,0.00%,3681800,6569587.69,204.34,3.08E+09
22-Sep-05,46.36,$466.25,99.6627,46.46777,46.383,$46.38,-0.02%,2347300,6669250.46,207.44,3.11E+09
23-Sep-05,46.28,$462.65,99.6614,46.10838,46.218,$46.27,0.10%,2348800,6669250.46,207.44,3.08E+09
26-Sep-05,46.57,$461.70,99.6581,46.01216,46.51,$46.55,0.09%,1360200,6669250.46,207.44,3.08E+09
27-Sep-05,46.25,$464.10,99.6572,46.25091,46.186,$46.23,0.10%,2341000,6669250.46,207.44,3.09E+09
28-Sep-05,46.8,$464.00,99.6561,46.24043,46.733,$46.78,0.09%,3448000,6669250.46,207.44,3.09E+09
29-Sep-05,47.1,$472.40,99.6556,47.07731,47.067,$47.09,0.04%,2947100,6669250.46,207.44,3.15E+09
30-Sep-05,46.7,$473.25,99.6545,47.16153,46.747,$46.71,-0.09%,1168500,6669250.46,207.44,3.16E+09
3-Oct-05,46.42,$466.10,99.6507,46.4472,46.432,$46.44,0.01%,2194900,6666956.7,207.36,3.11E+09
4-Oct-05,46.45,$466.10,99.6496,46.58123,46.466,$46.46,-0.02%,1764500,6666956.7,207.36,3.12E+09
5-Oct-05,46.36,$463.50,99.6485,46.18708,46.341,$46.35,0.01%,1687500,6666956.7,207.36,3.09E+09
6-Oct-05,47.21,$471.80,99.6475,47.01371,47.178,$47.22,0.08%,2003000,6666956.7,207.36,3.15E+09
7-Oct-05,47.36,$472.70,99.6464,47.10288,47.342,$47.37,0.05%,1820500,6666956.7,207.36,3.15E+09
10-Oct-05,47.39,$473.20,99.6432,47.15116,47.35,$47.39,0.07%,1284300,6666956.7,207.36,3.15E+09
11-Oct-05,47.39,$475.50,99.64217,47.37985,47.38,$47.39,0.01%,2826900,6666956.7,207.36,3.17E+09
12-Oct-05,46.85,$475.10,99.641,47.33947,46.955,$46.87,-0.19%,3930000,6666956.7,207.36,3.17E+09
13-Oct-05,47.02,$469.50,99.6398,46.78089,47,$47.01,0.02%,2631900,6666956.7,207.36,3.13E+09
14-Oct-05,46.8,$466.00,99.6385,46.43158,46.825,$46.79,-0.09%,2438700,6666956.7,207.36,3.11E+09
17-Oct-05,47.26,$474.50,99.6356,47.27712,47.227,$47.25,0.04%,1784300,6666956.7,207.36,3.16E+09
18-Oct-05,47,$472.00,99.6344,47.02746,47.017,$47.01,-0.03%,1095900,6666956.7,207.36,3.15E+09
19-Oct-05,46.34,$465.90,99.633,46.41906,46.319,$46.34,0.03%,2947900,6666956.7,207.36,3.11E+09
20-Oct-05,45.98,$464.30,99.6319,46.2591,45.96,$45.97,0.01%,1671600,6666956.7,207.36,3.09E+09
21-Oct-05,46.52,$462.85,99.6307,46.1141,46.517,$46.52,0.00%,1671600,6666956.7,207.36,3.09E+09
24-Oct-05,46.39,$466.10,99.6276,46.43646,46.361,$46.37,0.01%,2051300,6666956.7,207.36,3.11E+09
25-Oct-05,47.06,$472.25,99.6269,47.04882,47.083,$47.08,-0.02%,3290500,6666956.7,207.36,3.15E+09
26-Oct-05,46.93,$473.20,99.6259,47.14298,46.913,$46.92,0.00%,2248400,6666956.7,207.36,3.15E+09
27-Oct-05,47.18,$474.40,99.6259,47.26205,47.182,$47.19,0.01%,2248400,6666956.7,207.36,3.16E+09
28-Oct-05,47.22,$470.75,99.6235,46.89779,47.131,$47.21,0.16%,1431400,6696843.76,208.29,3.15E+09
31-Oct-05,46.4,$470.75,99.6202,46.89625,46.409,$46.41,-0.01%,2326100,6696843.76,208.29,3.15E+09
1-Nov-05,45.73,$459.50,99.6183,45.77462,45.709,$45.74,0.06%,3452900,6794072.74,211.32,3.12E+09
2-Nov-05,46.13,$460.80,99.6172,45.90363,46.132,$46.12,-0.04%,960300,6794072.74,211.32,3.13E+09
3-Nov-05,45.96,$461.85,99.6161,46.00772,45.937,$45.95,0.02%,1694800,6794072.74,211.32,3.14E+09
4-Nov-05,45.51,$460.50,99.615,45.87273,45.509,$45.51,0.00%,1809200,6794072.74,211.32,3.13E+09
7-Nov-05,45.77,$456.50,99.6117,45.47275,45.786,$45.79,0.00%,816600,6794072.74,211.32,3.10E+09
8-Nov-05,45.91,$456.50,99.6107,45.98031,45.906,$45.92,0.02%,583600,6794072.74,211.32,3.14E+09
